tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
the-deans-list-boston,The Dean’s List,3,"<meta content=""2.5"" itemprop=""ratingValue""/>","5 Blossom St, Boston, MA 02114","[u'Charles/Mgh Station', u'Bowdoin Station', u'Science Park Station']"
pho-basil-boston,Pho Basil,461,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,461,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
the-deans-list-boston,The Dean’s List,3,"<meta content=""2.5"" itemprop=""ratingValue""/>","5 Blossom St, Boston, MA 02114","[u'Charles/Mgh Station', u'Bowdoin Station', u'Science Park Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
scali-cafe-boston-2,Scali Cafe,31,"<meta content=""3.5"" itemprop=""ratingValue""/>","147 Pearl St, Boston, MA 02110","[u'South Station', u'Essex St. @ Atlantic Ave.', u'Downtown Crossing Station']"
momogoose-food-truck-boston-3,Momogoose Food Truck,67,"<meta content=""3.5"" itemprop=""ratingValue""/>","Dewey Sq, Boston, MA 02116","[u'South Station', u'Essex St. @ Atlantic Ave.', u'Downtown Crossing Station']"
tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
the-deans-list-boston,The Dean’s List,3,"<meta content=""2.5"" itemprop=""ratingValue""/>","5 Blossom St, Boston, MA 02114","[u'Charles/Mgh Station', u'Bowdoin Station', u'Science Park Station']"
the-deans-list-boston,The Dean’s List,3,"<meta content=""2.5"" itemprop=""ratingValue""/>","5 Blossom St, Boston, MA 02114","[u'Charles/Mgh Station', u'Bowdoin Station', u'Science Park Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
scali-cafe-boston-2,Scali Cafe,31,"<meta content=""3.5"" itemprop=""ratingValue""/>","147 Pearl St, Boston, MA 02110","[u'South Station', u'Essex St. @ Atlantic Ave.', u'Downtown Crossing Station']"
momogoose-food-truck-boston-3,Momogoose Food Truck,67,"<meta content=""3.5"" itemprop=""ratingValue""/>","Dewey Sq, Boston, MA 02116","[u'South Station', u'Essex St. @ Atlantic Ave.', u'Downtown Crossing Station']"
alibi-bar-and-lounge-boston,Alibi Bar & Lounge,236,"<meta content=""3.5"" itemprop=""ratingValue""/>","215 Charles St, Boston, MA 02114","[u'Charles/Mgh Station', u'Science Park Station', u'Bowdoin Station']"
momogoose-food-truck-boston-3,Momogoose Food Truck,67,"<meta content=""3.5"" itemprop=""ratingValue""/>","Dewey Sq, Boston, MA 02116","[u'South Station', u'Essex St. @ Atlantic Ave.', u'Downtown Crossing Station']"
momogoose-food-truck-boston-3,Momogoose Food Truck,67,"<meta content=""3.5"" itemprop=""ratingValue""/>","Dewey Sq, Boston, MA 02116","[u'South Station', u'Essex St. @ Atlantic Ave.', u'Downtown Crossing Station']"
momogoose-food-truck-boston-3,Momogoose Food Truck,67,"<meta content=""3.5"" itemprop=""ratingValue""/>","Dewey Sq, Boston, MA 02116","[u'South Station', u'Essex St. @ Atlantic Ave.', u'Downtown Crossing Station']"
alibi-bar-and-lounge-boston,Alibi Bar & Lounge,236,"<meta content=""3.5"" itemprop=""ratingValue""/>","215 Charles St, Boston, MA 02114","[u'Charles/Mgh Station', u'Science Park Station', u'Bowdoin Station']"
sbarro-boston,Sbarro,6,"<meta content=""1.5"" itemprop=""ratingValue""/>","417 Washington St, Boston, MA 02108","[u'Downtown Crossing Station', u'Temple Pl. @ Washington St.', u'Park St. Station']"
momogoose-food-truck-boston-3,Momogoose Food Truck,67,"<meta content=""3.5"" itemprop=""ratingValue""/>","Dewey Sq, Boston, MA 02116","[u'South Station', u'Essex St. @ Atlantic Ave.', u'Downtown Crossing Station']"
alibi-bar-and-lounge-boston,Alibi Bar & Lounge,236,"<meta content=""3.5"" itemprop=""ratingValue""/>","215 Charles St, Boston, MA 02114","[u'Charles/Mgh Station', u'Science Park Station', u'Bowdoin Station']"
sbarro-boston,Sbarro,6,"<meta content=""1.5"" itemprop=""ratingValue""/>","417 Washington St, Boston, MA 02108","[u'Downtown Crossing Station', u'Temple Pl. @ Washington St.', u'Park St. Station']"
momogoose-food-truck-boston-3,Momogoose Food Truck,67,"<meta content=""3.5"" itemprop=""ratingValue""/>","Dewey Sq, Boston, MA 02116","[u'South Station', u'Essex St. @ Atlantic Ave.', u'Downtown Crossing Station']"
alibi-bar-and-lounge-boston,Alibi Bar & Lounge,236,"<meta content=""3.5"" itemprop=""ratingValue""/>","215 Charles St, Boston, MA 02114","[u'Charles/Mgh Station', u'Science Park Station', u'Bowdoin Station']"
alibi-bar-and-lounge-boston,Alibi Bar & Lounge,236,"<meta content=""3.5"" itemprop=""ratingValue""/>","215 Charles St, Boston, MA 02114","[u'Charles/Mgh Station', u'Science Park Station', u'Bowdoin Station']"
sbarro-boston,Sbarro,6,"<meta content=""1.5"" itemprop=""ratingValue""/>","417 Washington St, Boston, MA 02108","[u'Downtown Crossing Station', u'Temple Pl. @ Washington St.', u'Park St. Station']"
mcdonalds-boston-18,McDonald’s,9,"<meta content=""2.5"" itemprop=""ratingValue""/>","329 Washington St, Boston, MA 02108","[u'Downtown Crossing Station', u'State St. Station', u'Park St. Station']"
the-deans-list-boston,The Dean’s List,3,"<meta content=""2.5"" itemprop=""ratingValue""/>","5 Blossom St, Boston, MA 02114","[u'Charles/Mgh Station', u'Bowdoin Station', u'Science Park Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
scali-cafe-boston-2,Scali Cafe,31,"<meta content=""3.5"" itemprop=""ratingValue""/>","147 Pearl St, Boston, MA 02110","[u'South Station', u'Essex St. @ Atlantic Ave.', u'Downtown Crossing Station']"
momogoose-food-truck-boston-3,Momogoose Food Truck,67,"<meta content=""3.5"" itemprop=""ratingValue""/>","Dewey Sq, Boston, MA 02116","[u'South Station', u'Essex St. @ Atlantic Ave.', u'Downtown Crossing Station']"
